université,code_filiere,bac_type,year,score_min,page,filiere_name,score_prev_year
Universite de Kairouan,75842,Lettres,2025,88.675,93,Code_75842,85.185
Universite de Kairouan,75842,Sciences,2023,86.5465,93,Code_75842,
Universite de Kairouan,75842,Sciences,2024,91.1467,93,Code_75842,86.5465
Universite de Kairouan,75842,Sciences,2025,83.9301,93,Code_75842,91.1467
Universite de Kairouan,75842,Technique,2023,71.4268,93,Code_75842,
Universite de Kairouan,75842,Technique,2024,86.1467,93,Code_75842,71.4268
Universite de Jendouba,80102,Economie,2023,79.4064,51,Code_80102,
Universite de Jendouba,80102,Economie,2024,74.0401,51,Code_80102,79.4064
Universite de Jendouba,80102,Economie,2025,66.7368,51,Code_80102,74.0401
Universite de Jendouba,80102,Informatique,2023,94.67,51,Code_80102,
Universite de Jendouba,80102,Informatique,2024,134.8949,51,Code_80102,94.67
Universite de Jendouba,80102,Lettres,2023,79.8418,51,Code_80102,
Universite de Jendouba,80102,Lettres,2024,85.165,51,Code_80102,79.8418
Universite de Jendouba,80102,Lettres,2025,77.0099,51,Code_80102,85.165
Universite de Jendouba,80102,Mathematiques,2023,121.7446,51,Code_80102,
Universite de Jendouba,80102,Mathematiques,2024,114.4224,51,Code_80102,121.7446
Universite de Jendouba,80102,Mathematiques,2025,122.9588,51,Code_80102,114.4224
Universite de Jendouba,80102,Sciences,2023,120.0861,51,Code_80102,
Universite de Jendouba,80102,Sciences,2024,126.2172,51,Code_80102,120.0861
Universite de Jendouba,80102,Sciences,2025,155.6048,51,Code_80102,126.2172
Universite de Jendouba,80102,Sport,2023,187.4319,51,Code_80102,
Universite de Jendouba,80102,Technique,2023,118.2083,51,Code_80102,
Universite de Jendouba,80102,Technique,2024,109.6535,51,Code_80102,118.2083
Universite de Jendouba,80102,Technique,2025,106.4768,51,Code_80102,109.6535
Universite de Jendouba,80103,Economie,2023,78.1099,51,Code_80103,
Universite de Jendouba,80103,Economie,2024,77.54,51,Code_80103,78.1099
Universite de Jendouba,80103,Economie,2025,83.733,51,Code_80103,77.54
Universite de Jendouba,80103,Informatique,2023,75.1515,51,Code_80103,
Universite de Jendouba,80103,Lettres,2023,67.535,51,Code_80103,
Universite de Jendouba,80103,Lettres,2024,67.0215,51,Code_80103,67.535
Universite de Jendouba,80103,Lettres,2025,73.4876,51,Code_80103,67.0215
Universite de Jendouba,80103,Sciences,2023,118.8396,51,Code_80103,
Universite de Jendouba,80103,Sciences,2024,116.9992,51,Code_80103,118.8396
Universite de Jendouba,80103,Sciences,2025,122.2366,51,Code_80103,116.9992
Universite de Jendouba,80103,Technique,2023,92.555,51,Code_80103,
Universite de Jendouba,80103,Technique,2024,98.2688,51,Code_80103,92.555
Universite de Jendouba,80103,Technique,2025,85.2167,51,Code_80103,98.2688
Universite de Jendouba,80123,Economie,2023,88.7188,52,Code_80123,
Universite de Jendouba,80123,Economie,2024,83.8456,52,Code_80123,88.7188
Universite de Jendouba,80123,Economie,2025,73.4368,52,Code_80123,83.8456
Universite de Jendouba,80123,Lettres,2023,84.4551,52,Code_80123,
Universite de Jendouba,80123,Lettres,2024,76.2902,52,Code_80123,84.4551
Universite de Jendouba,80123,Lettres,2025,70.2082,52,Code_80123,76.2902
Universite de Jendouba,80123,Sciences,2023,102.755,52,Code_80123,
Universite de Jendouba,80123,Sciences,2024,100.8082,52,Code_80123,102.755
Universite de Jendouba,80123,Sciences,2025,104.9168,52,Code_80123,100.8082
Universite de Jendouba,80123,Technique,2023,84.3659,52,Code_80123,
Universite de Jendouba,80123,Technique,2024,78.4773,52,Code_80123,84.3659
Universite de Jendouba,80159,Economie,2023,74.7732,52,Code_80159,
Universite de Jendouba,80159,Economie,2024,80.385,52,Code_80159,74.7732
Universite de Jendouba,80159,Economie,2025,77.4601,52,Code_80159,80.385
Universite de Jendouba,80159,Informatique,2023,84.8151,52,Code_80159,
Universite de Jendouba,80159,Lettres,2023,89.0317,52,Code_80159,
Universite de Jendouba,80159,Lettres,2024,85.3333,52,Code_80159,89.0317
Universite de Jendouba,80159,Lettres,2025,83.8732,52,Code_80159,85.3333
Universite de Jendouba,80159,Sciences,2023,90.2169,52,Code_80159,
Universite de Jendouba,80159,Technique,2023,64.1684,52,Code_80159,
Universite de Jendouba,80159,Technique,2024,89.3402,52,Code_80159,64.1684
Universite de Jendouba,80301,Economie,2023,84.43,50,Code_80301,
Universite de Jendouba,80301,Economie,2024,69.8603,50,Code_80301,84.43
Universite de Jendouba,80301,Economie,2025,75.437,50,Code_80301,69.8603
Universite de Jendouba,80301,Informatique,2023,105.04,50,Code_80301,
Universite de Jendouba,80301,Informatique,2024,110.7504,50,Code_80301,105.04
Universite de Jendouba,80301,Informatique,2025,100.136,50,Code_80301,110.7504
Universite de Jendouba,80301,Lettres,2023,103.16,50,Code_80301,
Universite de Jendouba,80301,Lettres,2024,100.4784,50,Code_80301,103.16
Universite de Jendouba,80301,Lettres,2025,96.8794,50,Code_80301,100.4784
Universite de Jendouba,80301,Mathematiques,2024,92.0485,50,Code_80301,
Universite de Jendouba,80301,Mathematiques,2025,93.6734,50,Code_80301,92.0485
Universite de Jendouba,80301,Sciences,2023,115.47,50,Code_80301,
Universite de Jendouba,80301,Sciences,2024,115.9582,50,Code_80301,115.47
Universite de Jendouba,80301,Sciences,2025,109.3067,50,Code_80301,115.9582
Universite de Jendouba,80301,Sport,2023,96.2181,50,Code_80301,
Universite de Jendouba,80301,Technique,2023,111.4119,50,Code_80301,
Universite de Jendouba,80301,Technique,2024,113.5859,50,Code_80301,111.4119
Universite de Jendouba,80301,Technique,2025,118.1173,50,Code_80301,113.5859
Universite de Jendouba,80311,Economie,2023,103.5653,50,Code_80311,
Universite de Jendouba,80311,Economie,2024,108.74,50,Code_80311,103.5653
Universite de Jendouba,80311,Economie,2025,103.96,50,Code_80311,108.74
Universite de Jendouba,80311,Informatique,2023,106.575,50,Code_80311,
Universite de Jendouba,80311,Informatique,2024,106.1815,50,Code_80311,106.575
Universite de Jendouba,80311,Informatique,2025,101.2851,50,Code_80311,106.1815
Universite de Jendouba,80311,Mathematiques,2023,94.4818,50,Code_80311,
Universite de Jendouba,80311,Mathematiques,2024,100.14,50,Code_80311,94.4818
Universite de Jendouba,80311,Mathematiques,2025,119.11,50,Code_80311,100.14
Universite de Jendouba,80311,Sciences,2023,112.035,50,Code_80311,
Universite de Jendouba,80311,Sciences,2024,114.62,50,Code_80311,112.035
Universite de Jendouba,80311,Sciences,2025,119.33,50,Code_80311,114.62
Universite de Jendouba,80311,Technique,2023,106.8766,50,Code_80311,
Universite de Jendouba,80311,Technique,2024,117.1329,50,Code_80311,106.8766
Universite de Jendouba,80311,Technique,2025,147.9703,50,Code_80311,117.1329
Universite de Jendouba,80312,Economie,2023,93.5271,50,Code_80312,
Universite de Jendouba,80312,Economie,2024,70.5317,50,Code_80312,93.5271
Universite de Jendouba,80312,Economie,2025,78.3833,50,Code_80312,70.5317
Universite de Jendouba,80312,Mathematiques,2023,87.9384,50,Code_80312,
Universite de Jendouba,80312,Mathematiques,2024,90.2698,50,Code_80312,87.9384
Universite de Jendouba,80312,Mathematiques,2025,94.7149,50,Code_80312,90.2698
Universite de Jendouba,80312,Sciences,2023,107.6206,50,Code_80312,
Universite de Jendouba,80312,Sciences,2024,109.0865,50,Code_80312,107.6206
Universite de Jendouba,80312,Sciences,2025,107.6902,50,Code_80312,109.0865
Universite de Jendouba,80318,Economie,2023,101.765,50,Code_80318,
Universite de Jendouba,80318,Economie,2024,97.71,50,Code_80318,101.765
Universite de Jendouba,80318,Economie,2025,94.47,50,Code_80318,97.71
Universite de Jendouba,80318,Informatique,2023,100.136,50,Code_80318,
Universite de Jendouba,80318,Informatique,2024,98.135,50,Code_80318,100.136
Universite de Jendouba,80318,Informatique,2025,91.93,50,Code_80318,98.135
Universite de Jendouba,80318,Sciences,2023,111.5101,50,Code_80318,
Universite de Jendouba,80318,Sciences,2024,112.2216,50,Code_80318,111.5101
Universite de Jendouba,80318,Sciences,2025,111.6438,50,Code_80318,112.2216
Universite de Jendouba,80318,Technique,2023,108.66,50,Code_80318,
Universite de Jendouba,80318,Technique,2024,106.865,50,Code_80318,108.66
Universite de Jendouba,80318,Technique,2025,106.3045,50,Code_80318,106.865
ISET (Direction Generale),80394,Economie,2023,101.8,72,Code_80394,
ISET (Direction Generale),80394,Economie,2024,105.2007,72,Code_80394,101.8
ISET (Direction Generale),80394,Economie,2025,98.7914,72,Code_80394,105.2007
ISET (Direction Generale),80394,Informatique,2023,102.42,72,Code_80394,
ISET (Direction Generale),80394,Informatique,2024,102.1101,72,Code_80394,102.42
ISET (Direction Generale),80394,Informatique,2025,118.565,72,Code_80394,102.1101
ISET (Direction Generale),80394,Mathematiques,2024,94.7103,72,Code_80394,
ISET (Direction Generale),80394,Mathematiques,2025,109.7373,72,Code_80394,94.7103
ISET (Direction Generale),80394,Sciences,2023,118.3206,72,Code_80394,
ISET (Direction Generale),80394,Sciences,2024,115.245,72,Code_80394,118.3206
ISET (Direction Generale),80394,Sciences,2025,112.355,72,Code_80394,115.245
ISET (Direction Generale),80394,Technique,2023,102.0477,72,Code_80394,
ISET (Direction Generale),80394,Technique,2024,107.9844,72,Code_80394,102.0477
ISET (Direction Generale),80394,Technique,2025,99.0767,72,Code_80394,107.9844
ISET (Direction Generale),80396,Economie,2023,98.1655,72,Code_80396,
ISET (Direction Generale),80396,Economie,2024,94.4185,72,Code_80396,98.1655
ISET (Direction Generale),80396,Economie,2025,91.945,72,Code_80396,94.4185
ISET (Direction Generale),80396,Informatique,2023,102.7093,72,Code_80396,
ISET (Direction Generale),80396,Informatique,2024,98.7682,72,Code_80396,102.7093
ISET (Direction Generale),80396,Informatique,2025,106.79,72,Code_80396,98.7682
ISET (Direction Generale),80396,Mathematiques,2025,109.7392,72,Code_80396,
ISET (Direction Generale),80396,Sciences,2023,113.3516,72,Code_80396,
ISET (Direction Generale),80396,Sciences,2024,110.7343,72,Code_80396,113.3516
ISET (Direction Generale),80396,Sciences,2025,104.4816,72,Code_80396,110.7343
ISET (Direction Generale),80396,Technique,2023,96.7013,72,Code_80396,
ISET (Direction Generale),80396,Technique,2024,99.8364,72,Code_80396,96.7013
ISET (Direction Generale),80396,Technique,2025,101.485,72,Code_80396,99.8364
Universite de Jendouba,80477,Economie,2023,156.32,52,Code_80477,
Universite de Jendouba,80477,Economie,2024,149.805,52,Code_80477,156.32
Universite de Jendouba,80477,Economie,2025,130.595,52,Code_80477,149.805
Universite de Jendouba,80477,Informatique,2023,139.67,52,Code_80477,
Universite de Jendouba,80477,Informatique,2024,124.765,52,Code_80477,139.67
Universite de Jendouba,80477,Informatique,2025,102.375,52,Code_80477,124.765
Universite de Jendouba,80477,Lettres,2023,127.375,52,Code_80477,
Universite de Jendouba,80477,Lettres,2024,121.315,52,Code_80477,127.375
Universite de Jendouba,80477,Lettres,2025,99.4983,52,Code_80477,121.315
Universite de Jendouba,80477,Mathematiques,2023,120.76,52,Code_80477,
Universite de Jendouba,80477,Mathematiques,2024,104.57,52,Code_80477,120.76
Universite de Jendouba,80477,Mathematiques,2025,80.8999,52,Code_80477,104.57
Universite de Jendouba,80477,Sciences,2023,148.12,52,Code_80477,
Universite de Jendouba,80477,Sciences,2024,135.955,52,Code_80477,148.12
Universite de Jendouba,80477,Sciences,2025,125.675,52,Code_80477,135.955
Universite de Jendouba,80477,Technique,2023,149.04,52,Code_80477,
Universite de Jendouba,80477,Technique,2024,137.095,52,Code_80477,149.04
Universite de Jendouba,80477,Technique,2025,132.985,52,Code_80477,137.095
ISET (Direction Generale),80566,Economie,2023,101.49,73,Code_80566,
ISET (Direction Generale),80566,Economie,2024,105.33,73,Code_80566,101.49
ISET (Direction Generale),80566,Economie,2025,100.8475,73,Code_80566,105.33
ISET (Direction Generale),80566,Informatique,2023,120.625,73,Code_80566,
ISET (Direction Generale),80566,Informatique,2024,115.54,73,Code_80566,120.625
ISET (Direction Generale),80566,Informatique,2025,113.345,73,Code_80566,115.54
ISET (Direction Generale),80566,Mathematiques,2023,102.475,73,Code_80566,
ISET (Direction Generale),80566,Mathematiques,2024,116.3197,73,Code_80566,102.475
ISET (Direction Generale),80566,Mathematiques,2025,118.285,73,Code_80566,116.3197
ISET (Direction Generale),80566,Sciences,2023,103.2786,73,Code_80566,
ISET (Direction Generale),80566,Sciences,2024,111.11,73,Code_80566,103.2786
ISET (Direction Generale),80566,Sciences,2025,109.9333,73,Code_80566,111.11
ISET (Direction Generale),80566,Technique,2023,110.825,73,Code_80566,
ISET (Direction Generale),80566,Technique,2024,123.56,73,Code_80566,110.825
ISET (Direction Generale),80566,Technique,2025,126.475,73,Code_80566,123.56
ISET (Direction Generale),80570,Informatique,2023,112.35,73,Code_80570,
ISET (Direction Generale),80570,Informatique,2024,101.66,73,Code_80570,112.35
ISET (Direction Generale),80570,Informatique,2025,104.6942,73,Code_80570,101.66
ISET (Direction Generale),80570,Mathematiques,2023,104.3983,73,Code_80570,
ISET (Direction Generale),80570,Mathematiques,2024,106.7948,73,Code_80570,104.3983
ISET (Direction Generale),80570,Mathematiques,2025,102.205,73,Code_80570,106.7948
ISET (Direction Generale),80570,Sciences,2023,99.7525,73,Code_80570,
ISET (Direction Generale),80570,Sciences,2024,103.731,73,Code_80570,99.7525
ISET (Direction Generale),80570,Sciences,2025,97.9532,73,Code_80570,103.731
ISET (Direction Generale),80570,Technique,2023,95.4761,73,Code_80570,
ISET (Direction Generale),80570,Technique,2024,101.4367,73,Code_80570,95.4761
ISET (Direction Generale),80570,Technique,2025,93.865,73,Code_80570,101.4367
ISET (Direction Generale),80571,Informatique,2023,115.1534,73,Code_80571,
ISET (Direction Generale),80571,Informatique,2024,106.09,73,Code_80571,115.1534
ISET (Direction Generale),80571,Informatique,2025,110.0371,73,Code_80571,106.09
ISET (Direction Generale),80571,Mathematiques,2024,95.4386,73,Code_80571,
ISET (Direction Generale),80571,Mathematiques,2025,110.2419,73,Code_80571,95.4386
ISET (Direction Generale),80571,Sciences,2023,99.255,73,Code_80571,
ISET (Direction Generale),80571,Sciences,2024,102.25,73,Code_80571,99.255
ISET (Direction Generale),80571,Sciences,2025,101.1935,73,Code_80571,102.25
ISET (Direction Generale),80571,Technique,2023,97.205,73,Code_80571,
ISET (Direction Generale),80571,Technique,2024,106.0101,73,Code_80571,97.205
ISET (Direction Generale),80571,Technique,2025,99.7065,73,Code_80571,106.0101
Universite de Jendouba,80844,Mathematiques,2023,134.071,50,Code_80844,
Universite de Jendouba,80844,Sciences,2023,81.6251,50,Code_80844,
Universite de Jendouba,80844,Sciences,2024,82.6,50,Code_80844,81.6251
Universite de Jendouba,80844,Sciences,2025,78.0148,50,Code_80844,82.6
Universite de Jendouba,80844,Technique,2023,112.0967,50,Code_80844,
Universite de Jendouba,80844,Technique,2024,112.73,50,Code_80844,112.0967
Universite de Jendouba,80844,Technique,2025,111.955,50,Code_80844,112.73
Universite de Jendouba,82102,Economie,2023,83.9715,51,Code_82102,
Universite de Jendouba,82102,Economie,2024,83.7826,51,Code_82102,83.9715
Universite de Jendouba,82102,Economie,2025,75.922,51,Code_82102,83.7826
Universite de Jendouba,82102,Informatique,2023,111.1,51,Code_82102,
Universite de Jendouba,82102,Informatique,2024,114.525,51,Code_82102,111.1
Universite de Jendouba,82102,Informatique,2025,121.865,51,Code_82102,114.525
Universite de Jendouba,82102,Lettres,2023,80.2148,51,Code_82102,
Universite de Jendouba,82102,Lettres,2024,86.6592,51,Code_82102,80.2148
Universite de Jendouba,82102,Lettres,2025,84.2553,51,Code_82102,86.6592
Universite de Jendouba,82102,Mathematiques,2024,116.2752,51,Code_82102,
Universite de Jendouba,82102,Mathematiques,2025,98.5115,51,Code_82102,116.2752
Universite de Jendouba,82102,Sciences,2023,131.3479,51,Code_82102,
Universite de Jendouba,82102,Sciences,2024,158.0337,51,Code_82102,131.3479
Universite de Jendouba,82102,Sciences,2025,121.4129,51,Code_82102,158.0337
Universite de Jendouba,82102,Technique,2023,117.3932,51,Code_82102,
Universite de Jendouba,82102,Technique,2024,111.8553,51,Code_82102,117.3932
Universite de Jendouba,82102,Technique,2025,98.6316,51,Code_82102,111.8553
Universite de Jendouba,82103,Economie,2023,68.2501,51,Code_82103,
Universite de Jendouba,82103,Economie,2024,85.5348,51,Code_82103,68.2501
Universite de Jendouba,82103,Economie,2025,78.3982,51,Code_82103,85.5348
Universite de Jendouba,82103,Informatique,2023,79.6551,51,Code_82103,
Universite de Jendouba,82103,Informatique,2025,97.0466,51,Code_82103,79.6551
Universite de Jendouba,82103,Lettres,2023,78.6093,51,Code_82103,
Universite de Jendouba,82103,Lettres,2024,72.4417,51,Code_82103,78.6093
Universite de Jendouba,82103,Lettres,2025,72.585,51,Code_82103,72.4417
Universite de Jendouba,82103,Sciences,2023,110.4831,51,Code_82103,
Universite de Jendouba,82103,Sciences,2024,121.1291,51,Code_82103,110.4831
Universite de Jendouba,82103,Sciences,2025,114.3028,51,Code_82103,121.1291
Universite de Jendouba,82103,Sport,2023,90.235,51,Code_82103,
Universite de Jendouba,82103,Technique,2023,98.0904,51,Code_82103,
Universite de Jendouba,82103,Technique,2025,113.8367,51,Code_82103,98.0904
Universite de Jendouba,82200,Economie,2023,76.3699,53,Code_82200,
Universite de Jendouba,82200,Economie,2024,78.7685,53,Code_82200,76.3699
Universite de Jendouba,82200,Economie,2025,79.87,53,Code_82200,78.7685
Universite de Jendouba,82200,Lettres,2023,83.1768,53,Code_82200,
Universite de Jendouba,82200,Lettres,2024,76.0298,53,Code_82200,83.1768
Universite de Jendouba,82200,Lettres,2025,94.7884,53,Code_82200,76.0298
Universite de Jendouba,82200,Sciences,2023,90.9303,53,Code_82200,
Universite de Jendouba,82200,Sciences,2024,94.4566,53,Code_82200,90.9303
Universite de Jendouba,82200,Sciences,2025,98.6,53,Code_82200,94.4566
Universite de Jendouba,82200,Technique,2023,80.5682,53,Code_82200,
Universite de Jendouba,82200,Technique,2024,100.2,53,Code_82200,80.5682
Universite de Jendouba,82201,Economie,2024,103.285,53,Code_82201,
Universite de Jendouba,82201,Economie,2025,84.1736,53,Code_82201,103.285
Universite de Jendouba,82201,Lettres,2023,87.23,53,Code_82201,
Universite de Jendouba,82201,Lettres,2024,89.6367,53,Code_82201,87.23
Universite de Jendouba,82201,Lettres,2025,89.714,53,Code_82201,89.6367
Universite de Jendouba,82201,Sciences,2023,86.9035,53,Code_82201,
Universite de Jendouba,82201,Sciences,2024,120.0112,53,Code_82201,86.9035
Universite de Jendouba,82201,Sciences,2025,115.6028,53,Code_82201,120.0112
Universite de Jendouba,82201,Technique,2024,93.6535,53,Code_82201,
ISET (Direction Generale),82391,Economie,2023,100.0058,74,Code_82391,
ISET (Direction Generale),82391,Economie,2024,104.0147,74,Code_82391,100.0058
ISET (Direction Generale),82391,Economie,2025,99.67,74,Code_82391,104.0147
ISET (Direction Generale),82391,Informatique,2023,113.06,74,Code_82391,
ISET (Direction Generale),82391,Informatique,2024,107.9647,74,Code_82391,113.06
ISET (Direction Generale),82391,Informatique,2025,97.645,74,Code_82391,107.9647
ISET (Direction Generale),82391,Mathematiques,2024,106.875,74,Code_82391,
ISET (Direction Generale),82391,Mathematiques,2025,113.355,74,Code_82391,106.875
ISET (Direction Generale),82391,Sciences,2023,120.51,74,Code_82391,
ISET (Direction Generale),82391,Sciences,2024,116.3786,74,Code_82391,120.51
ISET (Direction Generale),82391,Sciences,2025,119.87,74,Code_82391,116.3786
ISET (Direction Generale),82391,Technique,2023,105.15,74,Code_82391,
ISET (Direction Generale),82391,Technique,2024,131.3639,74,Code_82391,105.15
ISET (Direction Generale),82391,Technique,2025,103.7348,74,Code_82391,131.3639
ISET (Direction Generale),82394,Informatique,2023,101.275,74,Code_82394,
ISET (Direction Generale),82394,Informatique,2024,97.08,74,Code_82394,101.275
ISET (Direction Generale),82394,Informatique,2025,93.147,74,Code_82394,97.08
ISET (Direction Generale),82394,Mathematiques,2024,106.2776,74,Code_82394,
ISET (Direction Generale),82394,Mathematiques,2025,109.9907,74,Code_82394,106.2776
ISET (Direction Generale),82394,Sciences,2023,116.57,74,Code_82394,
ISET (Direction Generale),82394,Sciences,2024,113.3451,74,Code_82394,116.57
ISET (Direction Generale),82394,Sciences,2025,115.2622,74,Code_82394,113.3451
ISET (Direction Generale),82394,Technique,2023,105.5716,74,Code_82394,
ISET (Direction Generale),82394,Technique,2024,121.7928,74,Code_82394,105.5716
ISET (Direction Generale),82394,Technique,2025,126.4954,74,Code_82394,121.7928
Universite de Jendouba,82450,Economie,2023,142.7327,53,Code_82450,
Universite de Jendouba,82450,Economie,2024,169.2687,53,Code_82450,142.7327
Universite de Jendouba,82450,Economie,2025,137.195,53,Code_82450,169.2687
Universite de Jendouba,82450,Lettres,2023,137.405,53,Code_82450,
Universite de Jendouba,82450,Lettres,2024,136.89,53,Code_82450,137.405
Universite de Jendouba,82450,Lettres,2025,129.9355,53,Code_82450,136.89
Universite de Jendouba,82450,Mathematiques,2024,122.78,53,Code_82450,
Universite de Jendouba,82450,Mathematiques,2025,113.505,53,Code_82450,122.78
Universite de Jendouba,82450,Sciences,2023,142.22,53,Code_82450,
Universite de Jendouba,82450,Sciences,2024,156.98,53,Code_82450,142.22
Universite de Jendouba,82450,Sciences,2025,140.55,53,Code_82450,156.98
Universite de Jendouba,82450,Sport,2023,73.795,53,Code_82450,
Universite de Jendouba,82450,Sport,2024,88.16,53,Code_82450,73.795
Universite de Jendouba,82450,Sport,2025,76.4248,53,Code_82450,88.16
Universite de Jendouba,82450,Technique,2023,132.065,53,Code_82450,
Universite de Jendouba,82450,Technique,2024,141.78,53,Code_82450,132.065
Universite de Jendouba,82450,Technique,2025,131.15,53,Code_82450,141.78
Universite de Jendouba,82477,Economie,2023,151.705,51,Code_82477,
Universite de Jendouba,82477,Economie,2024,157.01,51,Code_82477,151.705
Universite de Jendouba,82477,Economie,2025,131.635,51,Code_82477,157.01
Universite de Jendouba,82477,Informatique,2023,139.78,51,Code_82477,
Universite de Jendouba,82477,Informatique,2024,129.67,51,Code_82477,139.78
Universite de Jendouba,82477,Informatique,2025,115.91,51,Code_82477,129.67
Universite de Jendouba,82477,Lettres,2023,127.075,51,Code_82477,
Universite de Jendouba,82477,Lettres,2024,130.33,51,Code_82477,127.075
Universite de Jendouba,82477,Lettres,2025,111.115,51,Code_82477,130.33
Universite de Jendouba,82477,Mathematiques,2023,122.795,51,Code_82477,
Universite de Jendouba,82477,Mathematiques,2024,117.04,51,Code_82477,122.795
Universite de Jendouba,82477,Mathematiques,2025,106.3802,51,Code_82477,117.04
Universite de Jendouba,82477,Sciences,2023,148.23,51,Code_82477,
Universite de Jendouba,82477,Sciences,2024,144.725,51,Code_82477,148.23
Universite de Jendouba,82477,Sciences,2025,135.315,51,Code_82477,144.725
Universite de Jendouba,82477,Technique,2023,154.41,51,Code_82477,
Universite de Jendouba,82477,Technique,2024,150.15,51,Code_82477,154.41
Universite de Jendouba,82477,Technique,2025,140.865,51,Code_82477,150.15
Universite de Jendouba,82515,Informatique,2023,89.13,55,Code_82515,
Universite de Jendouba,82515,Informatique,2024,88.77,55,Code_82515,89.13
Universite de Jendouba,82515,Informatique,2025,87.0898,55,Code_82515,88.77
Universite de Jendouba,82515,Mathematiques,2023,114.6933,55,Code_82515,
Universite de Jendouba,82515,Mathematiques,2024,125.4417,55,Code_82515,114.6933
Universite de Jendouba,82515,Mathematiques,2025,111.8789,55,Code_82515,125.4417
Universite de Jendouba,82515,Sciences,2023,118.0017,55,Code_82515,
Universite de Jendouba,82515,Sciences,2024,115.4183,55,Code_82515,118.0017
Universite de Jendouba,82515,Sciences,2025,115.96,55,Code_82515,115.4183
Universite de Jendouba,82515,Technique,2023,113.515,55,Code_82515,
Universite de Jendouba,82515,Technique,2024,129.84,55,Code_82515,113.515
Universite de Jendouba,82515,Technique,2025,135.24,55,Code_82515,129.84
Universite de Jendouba,82523,Informatique,2023,125.045,54,Code_82523,
Universite de Jendouba,82523,Informatique,2024,126.68,54,Code_82523,125.045
Universite de Jendouba,82523,Informatique,2025,121.785,54,Code_82523,126.68
Universite de Jendouba,82523,Mathematiques,2023,89.4552,54,Code_82523,
Universite de Jendouba,82523,Mathematiques,2024,127.445,54,Code_82523,89.4552
Universite de Jendouba,82523,Mathematiques,2025,125.52,54,Code_82523,127.445
Universite de Jendouba,82523,Sciences,2023,119.2034,54,Code_82523,
Universite de Jendouba,82523,Sciences,2024,119.24,54,Code_82523,119.2034
Universite de Jendouba,82523,Sciences,2025,119.43,54,Code_82523,119.24
Universite de Jendouba,82523,Technique,2023,139.315,54,Code_82523,
Universite de Jendouba,82523,Technique,2024,145.3381,54,Code_82523,139.315
Universite de Jendouba,82523,Technique,2025,150.135,54,Code_82523,145.3381
Universite de Jendouba,82524,Informatique,2023,115.875,54,Code_82524,
Universite de Jendouba,82524,Informatique,2024,114.24,54,Code_82524,115.875
Universite de Jendouba,82524,Informatique,2025,109.97,54,Code_82524,114.24
Universite de Jendouba,82524,Mathematiques,2023,94.6199,54,Code_82524,
Universite de Jendouba,82524,Mathematiques,2024,112.49,54,Code_82524,94.6199
Universite de Jendouba,82524,Mathematiques,2025,119.085,54,Code_82524,112.49
Universite de Jendouba,82524,Sciences,2023,109.9994,54,Code_82524,
Universite de Jendouba,82524,Sciences,2024,113.87,54,Code_82524,109.9994
Universite de Jendouba,82524,Sciences,2025,112.4124,54,Code_82524,113.87
Universite de Jendouba,82524,Technique,2023,108.495,54,Code_82524,
Universite de Jendouba,82524,Technique,2024,137.3078,54,Code_82524,108.495
Universite de Jendouba,82524,Technique,2025,141.9676,54,Code_82524,137.3078
ISET (Direction Generale),82566,Economie,2023,109.1935,74,Code_82566,
ISET (Direction Generale),82566,Economie,2024,110.87,74,Code_82566,109.1935
ISET (Direction Generale),82566,Economie,2025,101.345,74,Code_82566,110.87
ISET (Direction Generale),82566,Informatique,2023,122.96,74,Code_82566,
ISET (Direction Generale),82566,Informatique,2024,119.52,74,Code_82566,122.96
ISET (Direction Generale),82566,Informatique,2025,114.705,74,Code_82566,119.52
ISET (Direction Generale),82566,Mathematiques,2024,130.86,74,Code_82566,
ISET (Direction Generale),82566,Mathematiques,2025,124.28,74,Code_82566,130.86
ISET (Direction Generale),82566,Sciences,2023,105.101,74,Code_82566,
ISET (Direction Generale),82566,Sciences,2024,129.3684,74,Code_82566,105.101
ISET (Direction Generale),82566,Sciences,2025,112.715,74,Code_82566,129.3684
ISET (Direction Generale),82566,Technique,2023,117.335,74,Code_82566,
ISET (Direction Generale),82566,Technique,2024,127.705,74,Code_82566,117.335
ISET (Direction Generale),82566,Technique,2025,126.35,74,Code_82566,127.705
ISET (Direction Generale),82570,Informatique,2023,96.705,74,Code_82570,
ISET (Direction Generale),82570,Informatique,2024,104.81,74,Code_82570,96.705
ISET (Direction Generale),82570,Informatique,2025,98.32,74,Code_82570,104.81
ISET (Direction Generale),82570,Mathematiques,2023,99.8001,74,Code_82570,
ISET (Direction Generale),82570,Mathematiques,2024,112.3982,74,Code_82570,99.8001
ISET (Direction Generale),82570,Mathematiques,2025,106.89,74,Code_82570,112.3982
ISET (Direction Generale),82570,Sciences,2023,105.8532,74,Code_82570,
ISET (Direction Generale),82570,Sciences,2024,111.3924,74,Code_82570,105.8532
ISET (Direction Generale),82570,Sciences,2025,96.9065,74,Code_82570,111.3924
ISET (Direction Generale),82570,Technique,2023,97.2828,74,Code_82570,
ISET (Direction Generale),82570,Technique,2024,109.6533,74,Code_82570,97.2828
ISET (Direction Generale),82570,Technique,2025,100.7872,74,Code_82570,109.6533
ISET (Direction Generale),82571,Informatique,2023,110.825,74,Code_82571,
ISET (Direction Generale),82571,Informatique,2024,101.8675,74,Code_82571,110.825
